"COUNTERPART_AREA";"ACCOUNTING_ENTRY";"STO";"ACTIVITY";"UNIT_MEASURE";"PRICES";"VALUATION";"FREQ";"REF_AREA";"GEO";"GEO_OBJECT";"OBS_STATUS";"CONF_STATUS";"DECIMALS";"UNIT_MULT";"OBS_STATUS_FR";"TIME_PERIOD";"OBS_VALUE"
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRE2";"F";"FRANCE";"A";"F";"3";"0";"D";2007;63037115.4
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRE2";"F";"FRANCE";"A";"F";"3";"0";"D";2006;64236547.3
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRE2";"F";"FRANCE";"A";"F";"3";"0";"D";2008;59819749.8
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRE2";"F";"FRANCE";"A";"F";"3";"0";"D";2005;65280802.8
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRE2";"F";"FRANCE";"A";"F";"3";"0";"D";2004;64990617.3
"W2";"_Z";"EMP";"M_N";"PS";"_Z";"S";"A";"FRMET";"FM";"FRANCE";"A";"F";"3";"3";"D";2016;3977.9
"W2";"_Z";"EMP";"M_N";"PS";"_Z";"S";"A";"FRMET";"FM";"FRANCE";"A";"F";"3";"3";"D";2017;4164.2
"W2";"_Z";"EMP";"M_N";"PS";"_Z";"S";"A";"FRMET";"FM";"FRANCE";"A";"F";"3";"3";"D";2015;3832.8
"W2";"_Z";"EMP";"M_N";"PS";"_Z";"S";"A";"FRMET";"FM";"FRANCE";"A";"F";"3";"3";"D";2018;4297
"W2";"_Z";"EMP";"M_N";"PS";"_Z";"S";"A";"FRMET";"FM";"FRANCE";"A";"F";"3";"3";"D";2019;4328.7
"W2";"_Z";"EMP";"M_N";"PS";"_Z";"S";"A";"FRD1";"F";"FRANCE";"A";"F";"3";"3";"D";2020;70.4
"W2";"_Z";"EMP";"M_N";"PS";"_Z";"S";"A";"FRD1";"F";"FRANCE";"P";"F";"3";"3";"PROV";2024;77.8
"W2";"_Z";"EMP";"M_N";"PS";"_Z";"S";"A";"FRD1";"F";"FRANCE";"P";"F";"3";"3";"SD";2023;77.2
"W2";"_Z";"EMP";"M_N";"PS";"_Z";"S";"A";"FRD1";"F";"FRANCE";"P";"F";"3";"3";"SD";2022;77.5
"W2";"_Z";"EMP";"M_N";"PS";"_Z";"S";"A";"FRD1";"F";"FRANCE";"A";"F";"3";"3";"D";2021;74.3
"W2";"_Z";"EMP";"M_N";"PS";"_Z";"S";"A";"FRD1";"F";"FRANCE";"A";"F";"3";"3";"D";2017;65.7
"W2";"_Z";"EMP";"M_N";"PS";"_Z";"S";"A";"FRD1";"F";"FRANCE";"A";"F";"3";"3";"D";2018;68.2
"W2";"_Z";"EMP";"M_N";"PS";"_Z";"S";"A";"FRD1";"F";"FRANCE";"A";"F";"3";"3";"D";2019;72.1
"W2";"_Z";"EMP";"M_N";"PS";"_Z";"S";"A";"FRD1";"F";"FRANCE";"A";"F";"3";"3";"D";2015;60.7
"W2";"_Z";"EMP";"M_N";"PS";"_Z";"S";"A";"FRD1";"F";"FRANCE";"A";"F";"3";"3";"D";2016;63.4
"W2";"_Z";"EMP";"M_N";"PS";"_Z";"S";"A";"FRMET";"FM";"FRANCE";"A";"F";"3";"3";"D";2014;3789.3
"W2";"_Z";"EMP";"M_N";"PS";"_Z";"S";"A";"FRMET";"FM";"FRANCE";"A";"F";"3";"3";"D";2010;3510.2
"W2";"_Z";"EMP";"M_N";"PS";"_Z";"S";"A";"FRMET";"FM";"FRANCE";"A";"F";"3";"3";"D";2011;3663.3
"W2";"_Z";"EMP";"M_N";"PS";"_Z";"S";"A";"FRMET";"FM";"FRANCE";"A";"F";"3";"3";"D";2012;3687.6
"W2";"_Z";"EMP";"M_N";"PS";"_Z";"S";"A";"FRMET";"FM";"FRANCE";"A";"F";"3";"3";"D";2013;3723.6
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRE2";"F";"FRANCE";"A";"F";"3";"0";"D";2000;71699633.5
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF1";"F";"FRANCE";"P";"F";"3";"0";"PROV";2024;25093794.1
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRE2";"F";"FRANCE";"A";"F";"3";"0";"D";2003;66153403
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRE2";"F";"FRANCE";"A";"F";"3";"0";"D";2001;71334315.6
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRE2";"F";"FRANCE";"A";"F";"3";"0";"D";2002;67641356
"W2";"_Z";"EMP";"M_N";"PS";"_Z";"S";"A";"FRD1";"F";"FRANCE";"A";"F";"3";"3";"D";2011;59.8
"W2";"_Z";"EMP";"M_N";"PS";"_Z";"S";"A";"FRD1";"F";"FRANCE";"A";"F";"3";"3";"D";2014;60.4
"W2";"_Z";"EMP";"M_N";"PS";"_Z";"S";"A";"FRD1";"F";"FRANCE";"A";"F";"3";"3";"D";2013;59.9
"W2";"_Z";"EMP";"M_N";"PS";"_Z";"S";"A";"FRD1";"F";"FRANCE";"A";"F";"3";"3";"D";2010;57.3
"W2";"_Z";"EMP";"M_N";"PS";"_Z";"S";"A";"FRD1";"F";"FRANCE";"A";"F";"3";"3";"D";2012;59.2
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF1";"F";"FRANCE";"P";"F";"3";"0";"SD";2022;25590863.1
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF1";"F";"FRANCE";"A";"F";"3";"0";"D";2021;25974179
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF1";"F";"FRANCE";"A";"F";"3";"0";"D";2020;28812911.9
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF1";"F";"FRANCE";"P";"F";"3";"0";"SD";2023;25040027.6
"W2";"_Z";"EMP";"M_N";"PS";"_Z";"S";"A";"FRMET";"FM";"FRANCE";"A";"F";"3";"3";"D";2008;3598.1
"W2";"_Z";"EMP";"M_N";"PS";"_Z";"S";"A";"FRMET";"FM";"FRANCE";"A";"F";"3";"3";"D";2007;3560.8
"W2";"_Z";"EMP";"M_N";"PS";"_Z";"S";"A";"FRMET";"FM";"FRANCE";"A";"F";"3";"3";"D";2006;3454.4
"W2";"_Z";"EMP";"M_N";"PS";"_Z";"S";"A";"FRMET";"FM";"FRANCE";"A";"F";"3";"3";"D";2005;3350.1
"W2";"_Z";"EMP";"M_N";"PS";"_Z";"S";"A";"FRMET";"FM";"FRANCE";"A";"F";"3";"3";"D";2009;3429.9
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF1";"F";"FRANCE";"A";"F";"3";"0";"D";2015;30062398.3
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF1";"F";"FRANCE";"A";"F";"3";"0";"D";2017;30440135.7
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF1";"F";"FRANCE";"A";"F";"3";"0";"D";2016;29962615
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF1";"F";"FRANCE";"A";"F";"3";"0";"D";2018;31304852.2
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF1";"F";"FRANCE";"A";"F";"3";"0";"D";2019;30131725
"W2";"_Z";"EMP";"M_N";"PS";"_Z";"S";"A";"FRD1";"F";"FRANCE";"A";"F";"3";"3";"D";2005;56.4
"W2";"_Z";"EMP";"M_N";"PS";"_Z";"S";"A";"FRD1";"F";"FRANCE";"A";"F";"3";"3";"D";2009;55.8
"W2";"_Z";"EMP";"M_N";"PS";"_Z";"S";"A";"FRD1";"F";"FRANCE";"A";"F";"3";"3";"D";2007;59.5
"W2";"_Z";"EMP";"M_N";"PS";"_Z";"S";"A";"FRD1";"F";"FRANCE";"A";"F";"3";"3";"D";2006;56.7
"W2";"_Z";"EMP";"M_N";"PS";"_Z";"S";"A";"FRD1";"F";"FRANCE";"A";"F";"3";"3";"D";2008;58.3
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF1";"F";"FRANCE";"A";"F";"3";"0";"D";2011;31825390.5
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF1";"F";"FRANCE";"A";"F";"3";"0";"D";2012;31881082.8
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF1";"F";"FRANCE";"A";"F";"3";"0";"D";2014;30740892
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF1";"F";"FRANCE";"A";"F";"3";"0";"D";2013;31556662.9
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF1";"F";"FRANCE";"A";"F";"3";"0";"D";2010;32118332.5
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF1";"F";"FRANCE";"A";"F";"3";"0";"D";2008;32358203.7
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF1";"F";"FRANCE";"A";"F";"3";"0";"D";2009;32738188.3
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF1";"F";"FRANCE";"A";"F";"3";"0";"D";2005;32334415.3
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF1";"F";"FRANCE";"A";"F";"3";"0";"D";2003;31803731.6
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF1";"F";"FRANCE";"A";"F";"3";"0";"D";2004;32299902.1
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF1";"F";"FRANCE";"A";"F";"3";"0";"D";2006;32627249.9
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF1";"F";"FRANCE";"A";"F";"3";"0";"D";2007;32515668.8
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF1";"F";"FRANCE";"A";"F";"3";"0";"D";2001;34499960.6
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF2";"F";"FRANCE";"P";"F";"3";"0";"SD";2023;66574631.5
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF1";"F";"FRANCE";"A";"F";"3";"0";"D";2000;34793675.6
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF2";"F";"FRANCE";"P";"F";"3";"0";"PROV";2024;66437178.7
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF1";"F";"FRANCE";"A";"F";"3";"0";"D";2002;32855473.6
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF2";"F";"FRANCE";"A";"F";"3";"0";"D";2020;69970353.6
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF2";"F";"FRANCE";"P";"F";"3";"0";"SD";2022;66645549.3
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF2";"F";"FRANCE";"A";"F";"3";"0";"D";2018;69490011.9
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF2";"F";"FRANCE";"A";"F";"3";"0";"D";2021;67054865.5
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF2";"F";"FRANCE";"A";"F";"3";"0";"D";2019;74173126
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF2";"F";"FRANCE";"A";"F";"3";"0";"D";2016;72493989.3
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF2";"F";"FRANCE";"A";"F";"3";"0";"D";2015;73863015.6
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF2";"F";"FRANCE";"A";"F";"3";"0";"D";2017;70505698.6
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF2";"F";"FRANCE";"A";"F";"3";"0";"D";2013;75754391.4
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF2";"F";"FRANCE";"A";"F";"3";"0";"D";2014;75183230.5
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF2";"F";"FRANCE";"A";"F";"3";"0";"D";2011;81570494.2
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF2";"F";"FRANCE";"A";"F";"3";"0";"D";2010;82478036.8
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF2";"F";"FRANCE";"A";"F";"3";"0";"D";2012;80943198.4
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF2";"F";"FRANCE";"A";"F";"3";"0";"D";2009;84014383.7
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF2";"F";"FRANCE";"A";"F";"3";"0";"D";2008;85132445.7
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF2";"F";"FRANCE";"A";"F";"3";"0";"D";2007;89857149.9
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF2";"F";"FRANCE";"A";"F";"3";"0";"D";2004;87008888.3
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF2";"F";"FRANCE";"A";"F";"3";"0";"D";2005;89353257
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF2";"F";"FRANCE";"A";"F";"3";"0";"D";2006;90409731.4
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF2";"F";"FRANCE";"A";"F";"3";"0";"D";2002;87454948
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF2";"F";"FRANCE";"A";"F";"3";"0";"D";2000;95815730.9
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF2";"F";"FRANCE";"A";"F";"3";"0";"D";2001;93355154.2
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF2";"F";"FRANCE";"A";"F";"3";"0";"D";2003;86971971.1
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF3";"F";"FRANCE";"P";"F";"3";"0";"PROV";2024;38340465.3
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF3";"F";"FRANCE";"P";"F";"3";"0";"SD";2023;38254492.7
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF3";"F";"FRANCE";"A";"F";"3";"0";"D";2019;39621088.8
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF3";"F";"FRANCE";"A";"F";"3";"0";"D";2021;38334333.5
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF3";"F";"FRANCE";"P";"F";"3";"0";"SD";2022;38344968.9
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF3";"F";"FRANCE";"A";"F";"3";"0";"D";2020;38404575.4
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF3";"F";"FRANCE";"A";"F";"3";"0";"D";2018;40026773
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF3";"F";"FRANCE";"A";"F";"3";"0";"D";2015;41240348.5
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF3";"F";"FRANCE";"A";"F";"3";"0";"D";2017;39482784.5
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF3";"F";"FRANCE";"A";"F";"3";"0";"D";2016;40903480
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF3";"F";"FRANCE";"A";"F";"3";"0";"D";2014;41858550.7
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF3";"F";"FRANCE";"A";"F";"3";"0";"D";2013;41823529.7
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF3";"F";"FRANCE";"A";"F";"3";"0";"D";2011;42873486.7
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF3";"F";"FRANCE";"A";"F";"3";"0";"D";2010;43449998.6
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF3";"F";"FRANCE";"A";"F";"3";"0";"D";2009;44479585.3
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF3";"F";"FRANCE";"A";"F";"3";"0";"D";2008;44625148.9
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF3";"F";"FRANCE";"A";"F";"3";"0";"D";2012;42714568.9
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF3";"F";"FRANCE";"A";"F";"3";"0";"D";2007;46798195.4
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF3";"F";"FRANCE";"A";"F";"3";"0";"D";2004;47292474.1
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF3";"F";"FRANCE";"A";"F";"3";"0";"D";2003;47934307.2
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF3";"F";"FRANCE";"A";"F";"3";"0";"D";2005;47841816.3
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF3";"F";"FRANCE";"A";"F";"3";"0";"D";2006;48194530.8
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE1";"F";"FRANCE";"A";"F";"3";"3";"D";2020;38.2
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE1";"F";"FRANCE";"A";"F";"3";"3";"D";2019;37.9
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE1";"F";"FRANCE";"P";"F";"3";"3";"SD";2022;39.2
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE1";"F";"FRANCE";"A";"F";"3";"3";"D";2021;39
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE1";"F";"FRANCE";"A";"F";"3";"3";"D";2018;38.9
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE1";"F";"FRANCE";"A";"F";"3";"3";"D";2014;38.7
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE1";"F";"FRANCE";"A";"F";"3";"3";"D";2016;38.7
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE1";"F";"FRANCE";"A";"F";"3";"3";"D";2017;38.9
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE1";"F";"FRANCE";"A";"F";"3";"3";"D";2013;38.8
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE1";"F";"FRANCE";"A";"F";"3";"3";"D";2015;38.7
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE1";"F";"FRANCE";"A";"F";"3";"3";"D";2012;38.3
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE1";"F";"FRANCE";"A";"F";"3";"3";"D";2008;36.8
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE1";"F";"FRANCE";"A";"F";"3";"3";"D";2009;37.8
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE1";"F";"FRANCE";"A";"F";"3";"3";"D";2010;37.8
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE1";"F";"FRANCE";"A";"F";"3";"3";"D";2011;37.9
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRG0";"F";"FRANCE";"P";"F";"3";"0";"SD";2023;120771479.6
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF3";"F";"FRANCE";"A";"F";"3";"0";"D";2000;54682995.2
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF3";"F";"FRANCE";"A";"F";"3";"0";"D";2001;53412773.1
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRF3";"F";"FRANCE";"A";"F";"3";"0";"D";2002;49465785.3
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRG0";"F";"FRANCE";"P";"F";"3";"0";"PROV";2024;119852110.5
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE1";"F";"FRANCE";"A";"F";"3";"3";"D";2006;36.9
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE1";"F";"FRANCE";"A";"F";"3";"3";"D";2003;36.1
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE1";"F";"FRANCE";"A";"F";"3";"3";"D";2004;35.8
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE1";"F";"FRANCE";"A";"F";"3";"3";"D";2005;36.1
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE1";"F";"FRANCE";"A";"F";"3";"3";"D";2007;37.3
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRG0";"F";"FRANCE";"A";"F";"3";"0";"D";2019;132589526
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRG0";"F";"FRANCE";"A";"F";"3";"0";"D";2020;127505312.9
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRG0";"F";"FRANCE";"A";"F";"3";"0";"D";2021;123117532.4
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRG0";"F";"FRANCE";"P";"F";"3";"0";"SD";2022;121011344.4
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE2";"F";"FRANCE";"P";"F";"3";"3";"PROV";2024;11.2
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE2";"F";"FRANCE";"P";"F";"3";"3";"SD";2023;11.1
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE1";"F";"FRANCE";"A";"F";"3";"3";"D";2002;35.8
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE1";"F";"FRANCE";"A";"F";"3";"3";"D";2000;34.2
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE1";"F";"FRANCE";"A";"F";"3";"3";"D";2001;34.7
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE2";"F";"FRANCE";"P";"F";"3";"3";"SD";2022;10.9
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE2";"F";"FRANCE";"A";"F";"3";"3";"D";2021;11
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE2";"F";"FRANCE";"A";"F";"3";"3";"D";2018;11.1
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE2";"F";"FRANCE";"A";"F";"3";"3";"D";2020;10.9
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE2";"F";"FRANCE";"A";"F";"3";"3";"D";2019;11.2
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRG0";"F";"FRANCE";"A";"F";"3";"0";"D";2018;135504918.1
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRG0";"F";"FRANCE";"A";"F";"3";"0";"D";2016;141112778.8
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRG0";"F";"FRANCE";"A";"F";"3";"0";"D";2015;143234360.1
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRG0";"F";"FRANCE";"A";"F";"3";"0";"D";2017;137160243.3
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRG0";"F";"FRANCE";"A";"F";"3";"0";"D";2014;146802615.6
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRG0";"F";"FRANCE";"A";"F";"3";"0";"D";2010;158813426.9
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRG0";"F";"FRANCE";"A";"F";"3";"0";"D";2011;152935570.3
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRG0";"F";"FRANCE";"A";"F";"3";"0";"D";2013;150336700.9
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRG0";"F";"FRANCE";"A";"F";"3";"0";"D";2012;153290213.2
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE2";"F";"FRANCE";"A";"F";"3";"3";"D";2014;11.9
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE2";"F";"FRANCE";"A";"F";"3";"3";"D";2013;11.8
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE2";"F";"FRANCE";"A";"F";"3";"3";"D";2017;11.3
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE2";"F";"FRANCE";"A";"F";"3";"3";"D";2016;11.6
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE2";"F";"FRANCE";"A";"F";"3";"3";"D";2015;11.8
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE2";"F";"FRANCE";"A";"F";"3";"3";"D";2012;12.1
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE2";"F";"FRANCE";"A";"F";"3";"3";"D";2010;12.3
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE2";"F";"FRANCE";"A";"F";"3";"3";"D";2009;12.2
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE2";"F";"FRANCE";"A";"F";"3";"3";"D";2008;12.3
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE2";"F";"FRANCE";"A";"F";"3";"3";"D";2011;12.3
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE2";"F";"FRANCE";"A";"F";"3";"3";"D";2004;11.1
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE2";"F";"FRANCE";"A";"F";"3";"3";"D";2005;11.3
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE2";"F";"FRANCE";"A";"F";"3";"3";"D";2003;11
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE2";"F";"FRANCE";"A";"F";"3";"3";"D";2006;11.4
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE2";"F";"FRANCE";"A";"F";"3";"3";"D";2007;11.5
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRG0";"F";"FRANCE";"A";"F";"3";"0";"D";2007;168429934
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRG0";"F";"FRANCE";"A";"F";"3";"0";"D";2009;161505421.5
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRG0";"F";"FRANCE";"A";"F";"3";"0";"D";2005;175660949.3
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRG0";"F";"FRANCE";"A";"F";"3";"0";"D";2008;162196798.4
"W2";"_Z";"EMP";"A";"HW";"_Z";"S";"A";"FRG0";"F";"FRANCE";"A";"F";"3";"0";"D";2006;173453824.9
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE2";"F";"FRANCE";"A";"F";"3";"3";"D";2002;10.7
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRF1";"F";"FRANCE";"P";"F";"3";"3";"PROV";2024;19.6
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRF1";"F";"FRANCE";"P";"F";"3";"3";"SD";2023;19.4
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE2";"F";"FRANCE";"A";"F";"3";"3";"D";2000;10.9
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRE2";"F";"FRANCE";"A";"F";"3";"3";"D";2001;10.9
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRF1";"F";"FRANCE";"A";"F";"3";"3";"D";2018;18.6
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRF1";"F";"FRANCE";"A";"F";"3";"3";"D";2021;19.2
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRF1";"F";"FRANCE";"A";"F";"3";"3";"D";2019;18.9
"W2";"_Z";"EMP";"K";"PS";"_Z";"S";"A";"FRF1";"F";"FRANCE";"P";"F";"3";"3";"SD";2022;19.4
