"REF_SECTOR","TIME_PERIOD","ACCOUNTING_ENTRY","STO","signe","formule","id_formule"
"S13",2024,"B","B5N",-1,"Ventilation en sous-secteur",102
"S15",2024,"B","B5N",-1,"Ventilation en sous-secteur",102
"S12",2024,"B","B5N",-1,"Ventilation en sous-secteur",102
"S14",2024,"B","B5N",-1,"Ventilation en sous-secteur",102
"S11",2024,"B","B5N",-1,"Ventilation en sous-secteur",102
"S1",2024,"B","B7N",1,"Ventilation en sous-secteur",103
"S13",2024,"B","B7N",-1,"Ventilation en sous-secteur",103
"S15",2024,"B","B7N",-1,"Ventilation en sous-secteur",103
"S14",2024,"B","B7N",-1,"Ventilation en sous-secteur",103
"S11",2024,"B","B7N",-1,"Ventilation en sous-secteur",103
"S12",2024,"B","B7N",-1,"Ventilation en sous-secteur",103
"S1",2024,"B","B6N",1,"Ventilation en sous-secteur",104
"S15",2024,"B","B6N",-1,"Ventilation en sous-secteur",104
"S14",2024,"B","B6N",-1,"Ventilation en sous-secteur",104
"S12",2024,"B","B6N",-1,"Ventilation en sous-secteur",104
"S13",2024,"B","B6N",-1,"Ventilation en sous-secteur",104
"S11",2024,"B","B6N",-1,"Ventilation en sous-secteur",104
"S1",2024,"B","B8N",1,"Ventilation en sous-secteur",105
"S13",2024,"B","B8N",-1,"Ventilation en sous-secteur",105
"S14",2024,"B","B8N",-1,"Ventilation en sous-secteur",105
"S12",2024,"B","B8N",-1,"Ventilation en sous-secteur",105
"S15",2024,"B","B8N",-1,"Ventilation en sous-secteur",105
"S11",2024,"B","B8N",-1,"Ventilation en sous-secteur",105
"S1",2024,"C","D6",1,"Ventilation en sous-secteur",106
"S15",2024,"C","D6",-1,"Ventilation en sous-secteur",106
"S12",2024,"C","D6",-1,"Ventilation en sous-secteur",106
"S11",2024,"C","D6",-1,"Ventilation en sous-secteur",106
"S13",2024,"C","D6",-1,"Ventilation en sous-secteur",106
"S14",2024,"C","D6",-1,"Ventilation en sous-secteur",106
"S1",2024,"D","D443",1,"Ventilation en sous-secteur",107
"S14",2024,"D","D443",-1,"Ventilation en sous-secteur",107
"S15",2024,"D","D443",-1,"Ventilation en sous-secteur",107
"S11",2024,"D","D443",-1,"Ventilation en sous-secteur",107
"S12",2024,"D","D443",-1,"Ventilation en sous-secteur",107
"S1",2024,"D","D442",1,"Ventilation en sous-secteur",108
"S11",2024,"D","D442",-1,"Ventilation en sous-secteur",108
"S14",2024,"D","D442",-1,"Ventilation en sous-secteur",108
"S15",2024,"D","D442",-1,"Ventilation en sous-secteur",108
"S12",2024,"D","D442",-1,"Ventilation en sous-secteur",108
"S1",2024,"C","D442",1,"Ventilation en sous-secteur",109
"S11",2024,"C","D442",-1,"Ventilation en sous-secteur",109
"S12",2024,"C","D442",-1,"Ventilation en sous-secteur",109
"S15",2024,"C","D442",-1,"Ventilation en sous-secteur",109
"S14",2024,"C","D442",-1,"Ventilation en sous-secteur",109
"S1",2024,"D","D441",1,"Ventilation en sous-secteur",110
"S11",2024,"D","D441",-1,"Ventilation en sous-secteur",110
"S15",2024,"D","D441",-1,"Ventilation en sous-secteur",110
"S14",2024,"D","D441",-1,"Ventilation en sous-secteur",110
"S12",2024,"D","D441",-1,"Ventilation en sous-secteur",110
"S1",2024,"D","D41G",1,"Ventilation en sous-secteur",111
"S12",2024,"D","D41G",-1,"Ventilation en sous-secteur",111
"S11",2024,"D","D41G",-1,"Ventilation en sous-secteur",111
"S13",2024,"D","D41G",-1,"Ventilation en sous-secteur",111
"S14",2024,"D","D41G",-1,"Ventilation en sous-secteur",111
"S15",2024,"D","D41G",-1,"Ventilation en sous-secteur",111
"S1",2024,"C","D41G",1,"Ventilation en sous-secteur",112
"S11",2024,"C","D41G",-1,"Ventilation en sous-secteur",112
"S12",2024,"C","D41G",-1,"Ventilation en sous-secteur",112
"S15",2024,"C","D41G",-1,"Ventilation en sous-secteur",112
"S13",2024,"C","D41G",-1,"Ventilation en sous-secteur",112
"S14",2024,"C","D41G",-1,"Ventilation en sous-secteur",112
"S1",2024,"C","D441",1,"Ventilation en sous-secteur",113
"S12",2024,"C","D441",-1,"Ventilation en sous-secteur",113
"S11",2024,"C","D441",-1,"Ventilation en sous-secteur",113
"S15",2024,"C","D441",-1,"Ventilation en sous-secteur",113
"S13",2024,"C","D441",-1,"Ventilation en sous-secteur",113
"S14",2024,"C","D441",-1,"Ventilation en sous-secteur",113
"S1",2024,"C","D443",1,"Ventilation en sous-secteur",114
"S15",2024,"C","D443",-1,"Ventilation en sous-secteur",114
"S13",2024,"C","D443",-1,"Ventilation en sous-secteur",114
"S12",2024,"C","D443",-1,"Ventilation en sous-secteur",114
"S14",2024,"C","D443",-1,"Ventilation en sous-secteur",114
"S11",2024,"C","D443",-1,"Ventilation en sous-secteur",114
"S1",2024,"D","D6",1,"Ventilation en sous-secteur",115
"S12",2024,"D","D6",-1,"Ventilation en sous-secteur",115
"S15",2024,"D","D6",-1,"Ventilation en sous-secteur",115
"S13",2024,"D","D6",-1,"Ventilation en sous-secteur",115
"S11",2024,"D","D6",-1,"Ventilation en sous-secteur",115
"S14",2024,"D","D6",-1,"Ventilation en sous-secteur",115
"S1",2024,"D","D612",1,"Ventilation en sous-secteur",116
"S14",2024,"D","D612",-1,"Ventilation en sous-secteur",116
"S1",2024,"D","D611",1,"Ventilation en sous-secteur",117
"S14",2024,"D","D611",-1,"Ventilation en sous-secteur",117
"S1",2024,"D","D614",1,"Ventilation en sous-secteur",118
"S14",2024,"D","D614",-1,"Ventilation en sous-secteur",118
"S1",2024,"D","D61SC",1,"Ventilation en sous-secteur",119
"S14",2024,"D","D61SC",-1,"Ventilation en sous-secteur",119
"S1",2024,"D","D613",1,"Ventilation en sous-secteur",120
"S14",2024,"D","D613",-1,"Ventilation en sous-secteur",120
"S1",2024,"C","D8",1,"Ventilation en sous-secteur",121
"S14",2024,"C","D8",-1,"Ventilation en sous-secteur",121
"S1",2024,"B","B101",1,"Ventilation en sous-secteur",122
"S15",2024,"B","B101",-1,"Ventilation en sous-secteur",122
"S14",2024,"B","B101",-1,"Ventilation en sous-secteur",122
"S12",2024,"B","B101",-1,"Ventilation en sous-secteur",122
"S11",2024,"B","B101",-1,"Ventilation en sous-secteur",122
"S13",2024,"B","B101",-1,"Ventilation en sous-secteur",122
"S1",2024,"_Z","B9FX9",1,"Ventilation en sous-secteur",123
"S11",2024,"_Z","B9FX9",-1,"Ventilation en sous-secteur",123
"S14",2024,"_Z","B9FX9",-1,"Ventilation en sous-secteur",123
"S12",2024,"_Z","B9FX9",-1,"Ventilation en sous-secteur",123
"S15",2024,"_Z","B9FX9",-1,"Ventilation en sous-secteur",123
"S13",2024,"_Z","B9FX9",-1,"Ventilation en sous-secteur",123
"S1",2024,"B","B3N",1,"Ventilation en sous-secteur",124
"S14",2024,"B","B3N",-1,"Ventilation en sous-secteur",124
