"REF_SECTOR","TIME_PERIOD","ACCOUNTING_ENTRY","STO","signe","formule","id_formule"
"S11",2024,"B","B9",1,"Lien épargne/capacité ou besoin de financement",1
"S12",2024,"B","B9",1,"Lien épargne/capacité ou besoin de financement",2
"S1",2024,"B","B9",1,"Lien épargne/capacité ou besoin de financement",3
"S13",2024,"B","B9",1,"Lien épargne/capacité ou besoin de financement",4
"S14",2024,"B","B9",1,"Lien épargne/capacité ou besoin de financement",5
"S15",2024,"B","B9",1,"Lien épargne/capacité ou besoin de financement",6
"S1",2024,"D","P5",1,"Lien épargne/capacité ou besoin de financement",3
"S14",2024,"C","D9P",-1,"Lien épargne/capacité ou besoin de financement",5
"S14",2024,"C","D9R",-1,"Lien épargne/capacité ou besoin de financement",5
"S14",2024,"B","B8G",-1,"Lien épargne/capacité ou besoin de financement",5
"S15",2024,"D","P5",1,"Lien épargne/capacité ou besoin de financement",6
"S14",2024,"D","P5",1,"Lien épargne/capacité ou besoin de financement",5
"S13",2024,"D","P5",1,"Lien épargne/capacité ou besoin de financement",4
"S11",2024,"D","P5",1,"Lien épargne/capacité ou besoin de financement",1
"S12",2024,"D","P5",1,"Lien épargne/capacité ou besoin de financement",2
"S13",2024,"D","NP",1,"Lien épargne/capacité ou besoin de financement",4
"S11",2024,"D","NP",1,"Lien épargne/capacité ou besoin de financement",1
"S12",2024,"D","NP",1,"Lien épargne/capacité ou besoin de financement",2
"S14",2024,"D","NP",1,"Lien épargne/capacité ou besoin de financement",5
"S11",2024,"C","D9R",-1,"Lien épargne/capacité ou besoin de financement",1
"S11",2024,"C","D9P",-1,"Lien épargne/capacité ou besoin de financement",1
"S15",2024,"C","D9P",-1,"Lien épargne/capacité ou besoin de financement",6
"S15",2024,"C","D9R",-1,"Lien épargne/capacité ou besoin de financement",6
"S12",2024,"C","D9R",-1,"Lien épargne/capacité ou besoin de financement",2
"S13",2024,"C","D9R",-1,"Lien épargne/capacité ou besoin de financement",4
"S13",2024,"C","D9P",-1,"Lien épargne/capacité ou besoin de financement",4
"S12",2024,"C","D9P",-1,"Lien épargne/capacité ou besoin de financement",2
"S12",2024,"B","B8G",-1,"Lien épargne/capacité ou besoin de financement",2
"S13",2024,"B","B8G",-1,"Lien épargne/capacité ou besoin de financement",4
"S15",2024,"B","B8G",-1,"Lien épargne/capacité ou besoin de financement",6
"S11",2024,"B","B8G",-1,"Lien épargne/capacité ou besoin de financement",1
"S15",2024,"D","NP",1,"Lien épargne/capacité ou besoin de financement",6
"S1",2024,"D","NP",1,"Lien épargne/capacité ou besoin de financement",3
"S1",2024,"C","D9R",-1,"Lien épargne/capacité ou besoin de financement",3
"S1",2024,"C","D9P",-1,"Lien épargne/capacité ou besoin de financement",3
"S1",2024,"B","B8G",-1,"Lien épargne/capacité ou besoin de financement",3
"S1",2024,"D","P3",1,"Lien solde revenus primaires/épargne",1
"S15",2024,"D","P3",1,"Lien solde revenus primaires/épargne",2
"S14",2024,"D","P3",1,"Lien solde revenus primaires/épargne",3
"S13",2024,"D","P3",1,"Lien solde revenus primaires/épargne",4
"S14",2024,"B","B8G",1,"Lien solde revenus primaires/épargne",3
"S14",2024,"B","B6G",-1,"Lien solde revenus primaires/épargne",3
"S12",2024,"D","D8",1,"Lien solde revenus primaires/épargne",5
"S12",2024,"B","B6G",-1,"Lien solde revenus primaires/épargne",5
"S11",2024,"B","B6G",-1,"Lien solde revenus primaires/épargne",6
"S15",2024,"B","B6G",-1,"Lien solde revenus primaires/épargne",2
"S13",2024,"B","B6G",-1,"Lien solde revenus primaires/épargne",4
"S12",2024,"B","B8G",1,"Lien solde revenus primaires/épargne",5
"S13",2024,"B","B8G",1,"Lien solde revenus primaires/épargne",4
"S15",2024,"B","B8G",1,"Lien solde revenus primaires/épargne",2
"S11",2024,"B","B8G",1,"Lien solde revenus primaires/épargne",6
"S11",2024,"D","D8",1,"Lien solde revenus primaires/épargne",6
"S15",2024,"D","D8",1,"Lien solde revenus primaires/épargne",2
"S14",2024,"D","D8",1,"Lien solde revenus primaires/épargne",3
"S1",2024,"C","D8",-1,"Lien solde revenus primaires/épargne",1
"S1",2024,"D","D8",1,"Lien solde revenus primaires/épargne",1
"S14",2024,"C","D8",-1,"Lien solde revenus primaires/épargne",3
"S13",2024,"D","D8",1,"Lien solde revenus primaires/épargne",4
"S1",2024,"B","B8G",1,"Lien solde revenus primaires/épargne",1
"S1",2024,"B","B6G",-1,"Lien solde revenus primaires/épargne",1
"S14",2024,"D","D7",1,"Lien revenu disponible/solde revenus primaires",1
"S14",2024,"C","D7",-1,"Lien revenu disponible/solde revenus primaires",1
"S14",2024,"B","B5G",-1,"Lien revenu disponible/solde revenus primaires",1
"S14",2024,"B","B6G",1,"Lien revenu disponible/solde revenus primaires",1
"S11",2024,"D","D7",1,"Lien revenu disponible/solde revenus primaires",2
"S12",2024,"D","D7",1,"Lien revenu disponible/solde revenus primaires",3
"S13",2024,"D","D7",1,"Lien revenu disponible/solde revenus primaires",4
"S15",2024,"C","D7",-1,"Lien revenu disponible/solde revenus primaires",5
"S11",2024,"C","D7",-1,"Lien revenu disponible/solde revenus primaires",2
"S15",2024,"D","D7",1,"Lien revenu disponible/solde revenus primaires",5
"S13",2024,"C","D7",-1,"Lien revenu disponible/solde revenus primaires",4
"S12",2024,"C","D7",-1,"Lien revenu disponible/solde revenus primaires",3
"S12",2024,"B","B6G",1,"Lien revenu disponible/solde revenus primaires",3
"S11",2024,"B","B5G",-1,"Lien revenu disponible/solde revenus primaires",2
"S12",2024,"B","B5G",-1,"Lien revenu disponible/solde revenus primaires",3
"S13",2024,"B","B5G",-1,"Lien revenu disponible/solde revenus primaires",4
"S15",2024,"B","B5G",-1,"Lien revenu disponible/solde revenus primaires",5
"S11",2024,"B","B6G",1,"Lien revenu disponible/solde revenus primaires",2
"S15",2024,"B","B6G",1,"Lien revenu disponible/solde revenus primaires",5
"S13",2024,"B","B6G",1,"Lien revenu disponible/solde revenus primaires",4
"S15",2024,"C","D6",-1,"Lien revenu disponible/solde revenus primaires",5
"S12",2024,"D","D6",1,"Lien revenu disponible/solde revenus primaires",3
"S1",2024,"C","D6",-1,"Lien revenu disponible/solde revenus primaires",6
"S15",2024,"D","D6",1,"Lien revenu disponible/solde revenus primaires",5
"S13",2024,"D","D6",1,"Lien revenu disponible/solde revenus primaires",4
"S12",2024,"C","D6",-1,"Lien revenu disponible/solde revenus primaires",3
"S1",2024,"D","D6",1,"Lien revenu disponible/solde revenus primaires",6
"S11",2024,"D","D6",1,"Lien revenu disponible/solde revenus primaires",2
"S11",2024,"C","D6",-1,"Lien revenu disponible/solde revenus primaires",2
"S14",2024,"D","D6",1,"Lien revenu disponible/solde revenus primaires",1
"S13",2024,"C","D6",-1,"Lien revenu disponible/solde revenus primaires",4
"S14",2024,"C","D6",-1,"Lien revenu disponible/solde revenus primaires",1
"S1",2024,"D","D7",1,"Lien revenu disponible/solde revenus primaires",6
"S1",2024,"C","D7",-1,"Lien revenu disponible/solde revenus primaires",6
"S1",2024,"B","B6G",1,"Lien revenu disponible/solde revenus primaires",6
"S1",2024,"B","B5G",-1,"Lien revenu disponible/solde revenus primaires",6
"S1",2024,"B","B3G",-1,"Lien solde des revenus primaires/excédent brut d'exploitation",1
"S1",2024,"B","B2G",-1,"Lien solde des revenus primaires/excédent brut d'exploitation",1
"S14",2024,"C","D1",-1,"Lien solde des revenus primaires/excédent brut d'exploitation",2
"S14",2024,"D","D4",1,"Lien solde des revenus primaires/excédent brut d'exploitation",2
"S14",2024,"C","D4",-1,"Lien solde des revenus primaires/excédent brut d'exploitation",2
"S14",2024,"B","B2G",-1,"Lien solde des revenus primaires/excédent brut d'exploitation",2
"S14",2024,"B","B3G",-1,"Lien solde des revenus primaires/excédent brut d'exploitation",2
"S14",2024,"B","B5G",1,"Lien solde des revenus primaires/excédent brut d'exploitation",2
"S13",2024,"C","D2",-1,"Lien solde des revenus primaires/excédent brut d'exploitation",3
"S13",2024,"C","D3",-1,"Lien solde des revenus primaires/excédent brut d'exploitation",3
"S11",2024,"D","D4",1,"Lien solde des revenus primaires/excédent brut d'exploitation",4
"S11",2024,"C","D4",-1,"Lien solde des revenus primaires/excédent brut d'exploitation",4
"S13",2024,"D","D4",1,"Lien solde des revenus primaires/excédent brut d'exploitation",3
"S12",2024,"D","D4",1,"Lien solde des revenus primaires/excédent brut d'exploitation",5
"S15",2024,"D","D4",1,"Lien solde des revenus primaires/excédent brut d'exploitation",6
"S13",2024,"C","D4",-1,"Lien solde des revenus primaires/excédent brut d'exploitation",3
"S15",2024,"C","D4",-1,"Lien solde des revenus primaires/excédent brut d'exploitation",6
"S12",2024,"C","D4",-1,"Lien solde des revenus primaires/excédent brut d'exploitation",5
"S13",2024,"B","B2G",-1,"Lien solde des revenus primaires/excédent brut d'exploitation",3
"S11",2024,"B","B2G",-1,"Lien solde des revenus primaires/excédent brut d'exploitation",4
"S15",2024,"B","B2G",-1,"Lien solde des revenus primaires/excédent brut d'exploitation",6
"S12",2024,"B","B2G",-1,"Lien solde des revenus primaires/excédent brut d'exploitation",5
"S11",2024,"B","B5G",1,"Lien solde des revenus primaires/excédent brut d'exploitation",4
"S12",2024,"B","B5G",1,"Lien solde des revenus primaires/excédent brut d'exploitation",5
"S13",2024,"B","B5G",1,"Lien solde des revenus primaires/excédent brut d'exploitation",3
"S15",2024,"B","B5G",1,"Lien solde des revenus primaires/excédent brut d'exploitation",6
"S1",2024,"C","D1",-1,"Lien solde des revenus primaires/excédent brut d'exploitation",1
"S1",2024,"C","D3",-1,"Lien solde des revenus primaires/excédent brut d'exploitation",1
"S1",2024,"D","D4",1,"Lien solde des revenus primaires/excédent brut d'exploitation",1
"S1",2024,"C","D4",-1,"Lien solde des revenus primaires/excédent brut d'exploitation",1
"S1",2024,"C","D2",-1,"Lien solde des revenus primaires/excédent brut d'exploitation",1
"S1",2024,"B","B5G",1,"Lien solde des revenus primaires/excédent brut d'exploitation",1
"S14",2024,"D","D1",-1,"Lien valeur ajoutée/excédent brut d'exploitation",1
"S14",2024,"B","B1G",1,"Lien valeur ajoutée/excédent brut d'exploitation",1
"S14",2024,"B","B2G",-1,"Lien valeur ajoutée/excédent brut d'exploitation",1
"S14",2024,"B","B3G",-1,"Lien valeur ajoutée/excédent brut d'exploitation",1
"S14",2024,"D","D3",-1,"Lien valeur ajoutée/excédent brut d'exploitation",1
"S14",2024,"D","D2",-1,"Lien valeur ajoutée/excédent brut d'exploitation",1
"S1",2024,"D","P3",1,"Ventilation en sous-catégorie",1
"S1",2024,"D","P31",-1,"Ventilation en sous-catégorie",1
"S1",2024,"D","P32",-1,"Ventilation en sous-catégorie",1
"S13",2024,"D","P3",1,"Ventilation en sous-catégorie",2
"S13",2024,"D","P32",-1,"Ventilation en sous-catégorie",2
"S13",2024,"D","P31",-1,"Ventilation en sous-catégorie",2
"S15",2024,"D","P3",1,"Ventilation en sous-catégorie",3
"S15",2024,"D","P31",-1,"Ventilation en sous-catégorie",3
"S14",2024,"D","P3",1,"Ventilation en sous-catégorie",4
"S14",2024,"D","P31",-1,"Ventilation en sous-catégorie",4
"S1",2024,"D","D1",1,"Ventilation en sous-catégorie",5
"S1",2024,"D","D11",-1,"Ventilation en sous-catégorie",5
"S1",2024,"D","D12",-1,"Ventilation en sous-catégorie",5
"S1",2024,"D","D2",1,"Ventilation en sous-catégorie",6
"S1",2024,"D","D21",-1,"Ventilation en sous-catégorie",6
"S1",2024,"D","D29",-1,"Ventilation en sous-catégorie",6
"S14",2024,"C","D1",1,"Ventilation en sous-catégorie",7
"S14",2024,"C","D12",-1,"Ventilation en sous-catégorie",7
"S14",2024,"C","D11",-1,"Ventilation en sous-catégorie",7
"S14",2024,"D","D1",1,"Ventilation en sous-catégorie",8
"S14",2024,"D","D12",-1,"Ventilation en sous-catégorie",8
"S14",2024,"D","D11",-1,"Ventilation en sous-catégorie",8
"S14",2024,"D","D12",1,"Ventilation en sous-catégorie",9
"S14",2024,"D","D122",-1,"Ventilation en sous-catégorie",9
"S14",2024,"D","D121",-1,"Ventilation en sous-catégorie",9
"S14",2024,"C","D12",1,"Ventilation en sous-catégorie",10
"S14",2024,"C","D122",-1,"Ventilation en sous-catégorie",10
"S14",2024,"C","D121",-1,"Ventilation en sous-catégorie",10
"S1",2024,"D","D3",1,"Ventilation en sous-catégorie",11
"S1",2024,"D","D31",-1,"Ventilation en sous-catégorie",11
"S1",2024,"D","D39",-1,"Ventilation en sous-catégorie",11
"S14",2024,"D","D6",1,"Ventilation en sous-catégorie",12
"S14",2024,"D","D61",-1,"Ventilation en sous-catégorie",12
"S14",2024,"D","D62",-1,"Ventilation en sous-catégorie",12
"S14",2024,"C","D6",1,"Ventilation en sous-catégorie",13
"S14",2024,"C","D63",-1,"Ventilation en sous-catégorie",13
"S14",2024,"C","D62",-1,"Ventilation en sous-catégorie",13
"S14",2024,"C","D61",-1,"Ventilation en sous-catégorie",13
"S15",2024,"C","P1",1,"Ventilation en sous-catégorie",14
"S15",2024,"C","P13",-1,"Ventilation en sous-catégorie",14
"S15",2024,"C","P11",-1,"Ventilation en sous-catégorie",14
"S15",2024,"C","P12",-1,"Ventilation en sous-catégorie",14
"S11",2024,"C","P1",1,"Ventilation en sous-catégorie",15
"S11",2024,"C","P11",-1,"Ventilation en sous-catégorie",15
"S11",2024,"C","P12",-1,"Ventilation en sous-catégorie",15
"S14",2024,"C","P1",1,"Ventilation en sous-catégorie",16
"S14",2024,"C","P11",-1,"Ventilation en sous-catégorie",16
"S14",2024,"C","P12",-1,"Ventilation en sous-catégorie",16
"S13",2024,"C","P1",1,"Ventilation en sous-catégorie",17
"S13",2024,"C","P12",-1,"Ventilation en sous-catégorie",17
"S13",2024,"C","P11",-1,"Ventilation en sous-catégorie",17
"S13",2024,"C","P13",-1,"Ventilation en sous-catégorie",17
"S12",2024,"C","P1",1,"Ventilation en sous-catégorie",18
"S12",2024,"C","P11",-1,"Ventilation en sous-catégorie",18
"S12",2024,"C","P12",-1,"Ventilation en sous-catégorie",18
"S12",2024,"D","D1",1,"Ventilation en sous-catégorie",19
"S12",2024,"D","D11",-1,"Ventilation en sous-catégorie",19
"S12",2024,"D","D12",-1,"Ventilation en sous-catégorie",19
"S11",2024,"D","D1",1,"Ventilation en sous-catégorie",20
"S11",2024,"D","D11",-1,"Ventilation en sous-catégorie",20
"S11",2024,"D","D12",-1,"Ventilation en sous-catégorie",20
"S12",2024,"D","D12",1,"Ventilation en sous-catégorie",21
"S12",2024,"D","D122",-1,"Ventilation en sous-catégorie",21
"S12",2024,"D","D121",-1,"Ventilation en sous-catégorie",21
"S13",2024,"D","D12",1,"Ventilation en sous-catégorie",22
"S13",2024,"D","D122",-1,"Ventilation en sous-catégorie",22
"S13",2024,"D","D121",-1,"Ventilation en sous-catégorie",22
"S15",2024,"D","D12",1,"Ventilation en sous-catégorie",23
"S15",2024,"D","D121",-1,"Ventilation en sous-catégorie",23
"S11",2024,"D","D12",1,"Ventilation en sous-catégorie",24
"S11",2024,"D","D122",-1,"Ventilation en sous-catégorie",24
"S11",2024,"D","D121",-1,"Ventilation en sous-catégorie",24
"S15",2024,"D","D1",1,"Ventilation en sous-catégorie",25
"S15",2024,"D","D12",-1,"Ventilation en sous-catégorie",25
"S15",2024,"D","D11",-1,"Ventilation en sous-catégorie",25
"S13",2024,"D","D1",1,"Ventilation en sous-catégorie",26
"S13",2024,"D","D11",-1,"Ventilation en sous-catégorie",26
"S13",2024,"D","D12",-1,"Ventilation en sous-catégorie",26
"S13",2024,"C","D2",1,"Ventilation en sous-catégorie",27
"S13",2024,"C","D21",-1,"Ventilation en sous-catégorie",27
"S13",2024,"C","D29",-1,"Ventilation en sous-catégorie",27
"S13",2024,"C","D21",1,"Ventilation en sous-catégorie",28
"S13",2024,"C","D212",-1,"Ventilation en sous-catégorie",28
"S13",2024,"C","D211",-1,"Ventilation en sous-catégorie",28
"S13",2024,"C","D214",-1,"Ventilation en sous-catégorie",28
"S12",2024,"D","D2",1,"Ventilation en sous-catégorie",29
"S12",2024,"D","D29",-1,"Ventilation en sous-catégorie",29
"S11",2024,"D","D2",1,"Ventilation en sous-catégorie",30
"S11",2024,"D","D29",-1,"Ventilation en sous-catégorie",30
"S13",2024,"D","D2",1,"Ventilation en sous-catégorie",31
"S13",2024,"D","D29",-1,"Ventilation en sous-catégorie",31
"S12",2024,"D","D29",1,"Ventilation en sous-catégorie",32
"S12",2024,"D","D291",-1,"Ventilation en sous-catégorie",32
"S12",2024,"D","D292",-1,"Ventilation en sous-catégorie",32
"S11",2024,"D","D29",1,"Ventilation en sous-catégorie",33
"S11",2024,"D","D291",-1,"Ventilation en sous-catégorie",33
"S11",2024,"D","D292",-1,"Ventilation en sous-catégorie",33
"S15",2024,"D","D2",1,"Ventilation en sous-catégorie",34
"S15",2024,"D","D29",-1,"Ventilation en sous-catégorie",34
"S13",2024,"D","D29",1,"Ventilation en sous-catégorie",35
"S13",2024,"D","D291",-1,"Ventilation en sous-catégorie",35
"S13",2024,"D","D292",-1,"Ventilation en sous-catégorie",35
"S14",2024,"D","D2",1,"Ventilation en sous-catégorie",36
"S14",2024,"D","D29",-1,"Ventilation en sous-catégorie",36
"S14",2024,"D","D29",1,"Ventilation en sous-catégorie",37
"S14",2024,"D","D292",-1,"Ventilation en sous-catégorie",37
"S14",2024,"D","D291",-1,"Ventilation en sous-catégorie",37
"S15",2024,"D","D29",1,"Ventilation en sous-catégorie",38
"S15",2024,"D","D291",-1,"Ventilation en sous-catégorie",38
"S15",2024,"D","D292",-1,"Ventilation en sous-catégorie",38
"S13",2024,"C","D29",1,"Ventilation en sous-catégorie",39
"S13",2024,"C","D291",-1,"Ventilation en sous-catégorie",39
"S13",2024,"C","D292",-1,"Ventilation en sous-catégorie",39
"S13",2024,"D","D3",1,"Ventilation en sous-catégorie",40
"S13",2024,"D","D39",-1,"Ventilation en sous-catégorie",40
"S11",2024,"D","D3",1,"Ventilation en sous-catégorie",41
"S11",2024,"D","D39",-1,"Ventilation en sous-catégorie",41
"S13",2024,"C","D3",1,"Ventilation en sous-catégorie",42
"S13",2024,"C","D31",-1,"Ventilation en sous-catégorie",42
"S13",2024,"C","D39",-1,"Ventilation en sous-catégorie",42
"S13",2024,"C","D3R",-1,"Ventilation en sous-catégorie",42
"S13",2024,"C","D39",1,"Ventilation en sous-catégorie",43
"S13",2024,"C","D399",-1,"Ventilation en sous-catégorie",43
"S13",2024,"C","D392",-1,"Ventilation en sous-catégorie",43
"S13",2024,"C","D391",-1,"Ventilation en sous-catégorie",43
"S15",2024,"D","D3",1,"Ventilation en sous-catégorie",44
"S15",2024,"D","D39",-1,"Ventilation en sous-catégorie",44
"S14",2024,"D","D3",1,"Ventilation en sous-catégorie",45
"S14",2024,"D","D39",-1,"Ventilation en sous-catégorie",45
"S13",2024,"C","D4",1,"Ventilation en sous-catégorie",46
"S13",2024,"C","D41",-1,"Ventilation en sous-catégorie",46
"S13",2024,"C","D42",-1,"Ventilation en sous-catégorie",46
"S13",2024,"C","D45",-1,"Ventilation en sous-catégorie",46
"S13",2024,"C","D44",-1,"Ventilation en sous-catégorie",46
"S13",2024,"C","D43",-1,"Ventilation en sous-catégorie",46
"S12",2024,"D","D4",1,"Ventilation en sous-catégorie",47
"S12",2024,"D","D42",-1,"Ventilation en sous-catégorie",47
"S12",2024,"D","D41",-1,"Ventilation en sous-catégorie",47
"S12",2024,"D","D44",-1,"Ventilation en sous-catégorie",47
"S12",2024,"D","D43",-1,"Ventilation en sous-catégorie",47
"S12",2024,"D","D45",-1,"Ventilation en sous-catégorie",47
"S14",2024,"C","D4",1,"Ventilation en sous-catégorie",48
"S14",2024,"C","D41",-1,"Ventilation en sous-catégorie",48
"S14",2024,"C","D42",-1,"Ventilation en sous-catégorie",48
"S14",2024,"C","D44",-1,"Ventilation en sous-catégorie",48
"S14",2024,"C","D45",-1,"Ventilation en sous-catégorie",48
"S14",2024,"C","D43",-1,"Ventilation en sous-catégorie",48
"S15",2024,"C","D4",1,"Ventilation en sous-catégorie",49
"S15",2024,"C","D41",-1,"Ventilation en sous-catégorie",49
"S15",2024,"C","D44",-1,"Ventilation en sous-catégorie",49
"S15",2024,"C","D45",-1,"Ventilation en sous-catégorie",49
"S15",2024,"C","D42",-1,"Ventilation en sous-catégorie",49
"S15",2024,"C","D43",-1,"Ventilation en sous-catégorie",49
"S12",2024,"C","D4",1,"Ventilation en sous-catégorie",50
"S12",2024,"C","D42",-1,"Ventilation en sous-catégorie",50
"S12",2024,"C","D41",-1,"Ventilation en sous-catégorie",50
"S12",2024,"C","D44",-1,"Ventilation en sous-catégorie",50
"S12",2024,"C","D43",-1,"Ventilation en sous-catégorie",50
"S12",2024,"C","D45",-1,"Ventilation en sous-catégorie",50
"S11",2024,"C","D4",1,"Ventilation en sous-catégorie",51
"S11",2024,"C","D42",-1,"Ventilation en sous-catégorie",51
"S11",2024,"C","D41",-1,"Ventilation en sous-catégorie",51
"S11",2024,"C","D44",-1,"Ventilation en sous-catégorie",51
"S11",2024,"C","D43",-1,"Ventilation en sous-catégorie",51
"S11",2024,"C","D45",-1,"Ventilation en sous-catégorie",51
"S11",2024,"D","D4",1,"Ventilation en sous-catégorie",52
"S11",2024,"D","D42",-1,"Ventilation en sous-catégorie",52
"S11",2024,"D","D41",-1,"Ventilation en sous-catégorie",52
"S11",2024,"D","D43",-1,"Ventilation en sous-catégorie",52
"S11",2024,"D","D45",-1,"Ventilation en sous-catégorie",52
"S11",2024,"D","D44",-1,"Ventilation en sous-catégorie",52
"S13",2024,"D","D4",1,"Ventilation en sous-catégorie",53
"S13",2024,"D","D41",-1,"Ventilation en sous-catégorie",53
"S13",2024,"D","D45",-1,"Ventilation en sous-catégorie",53
"S15",2024,"D","D4",1,"Ventilation en sous-catégorie",54
"S15",2024,"D","D41",-1,"Ventilation en sous-catégorie",54
"S15",2024,"D","D45",-1,"Ventilation en sous-catégorie",54
"S15",2024,"D","D43",-1,"Ventilation en sous-catégorie",54
"S15",2024,"D","D44",-1,"Ventilation en sous-catégorie",54
"S14",2024,"D","D4",1,"Ventilation en sous-catégorie",55
"S14",2024,"D","D41",-1,"Ventilation en sous-catégorie",55
"S14",2024,"D","D45",-1,"Ventilation en sous-catégorie",55
"S14",2024,"D","D44",-1,"Ventilation en sous-catégorie",55
"S14",2024,"D","D43",-1,"Ventilation en sous-catégorie",55
"S12",2024,"D","D42",1,"Ventilation en sous-catégorie",56
"S12",2024,"D","D421",-1,"Ventilation en sous-catégorie",56
"S12",2024,"D","D422",-1,"Ventilation en sous-catégorie",56
"S11",2024,"D","D42",1,"Ventilation en sous-catégorie",57
"S11",2024,"D","D421",-1,"Ventilation en sous-catégorie",57
"S11",2024,"D","D422",-1,"Ventilation en sous-catégorie",57
"S11",2024,"C","D42",1,"Ventilation en sous-catégorie",58
"S11",2024,"C","D422",-1,"Ventilation en sous-catégorie",58
"S11",2024,"C","D421",-1,"Ventilation en sous-catégorie",58
"S13",2024,"C","D42",1,"Ventilation en sous-catégorie",59
"S13",2024,"C","D421",-1,"Ventilation en sous-catégorie",59
"S12",2024,"C","D42",1,"Ventilation en sous-catégorie",60
"S12",2024,"C","D421",-1,"Ventilation en sous-catégorie",60
"S12",2024,"C","D422",-1,"Ventilation en sous-catégorie",60
"S14",2024,"C","D42",1,"Ventilation en sous-catégorie",61
"S14",2024,"C","D421",-1,"Ventilation en sous-catégorie",61
"S14",2024,"C","D422",-1,"Ventilation en sous-catégorie",61
"S14",2024,"D","D5",1,"Ventilation en sous-catégorie",62
"S14",2024,"D","D51",-1,"Ventilation en sous-catégorie",62
"S14",2024,"D","D59",-1,"Ventilation en sous-catégorie",62
"S12",2024,"D","D5",1,"Ventilation en sous-catégorie",63
"S12",2024,"D","D51",-1,"Ventilation en sous-catégorie",63
"S12",2024,"D","D59",-1,"Ventilation en sous-catégorie",63
"S13",2024,"D","D5",1,"Ventilation en sous-catégorie",64
"S13",2024,"D","D51",-1,"Ventilation en sous-catégorie",64
"S13",2024,"D","D59",-1,"Ventilation en sous-catégorie",64
"S13",2024,"C","D5",1,"Ventilation en sous-catégorie",65
"S13",2024,"C","D51",-1,"Ventilation en sous-catégorie",65
"S13",2024,"C","D59",-1,"Ventilation en sous-catégorie",65
"S11",2024,"D","D5",1,"Ventilation en sous-catégorie",66
"S11",2024,"D","D51",-1,"Ventilation en sous-catégorie",66
"S11",2024,"D","D59",-1,"Ventilation en sous-catégorie",66
"S13",2024,"C","D61",1,"Ventilation en sous-catégorie",67
"S13",2024,"C","D611",-1,"Ventilation en sous-catégorie",67
"S13",2024,"C","D613",-1,"Ventilation en sous-catégorie",67
"S13",2024,"C","D612",-1,"Ventilation en sous-catégorie",67
"S13",2024,"C","D614",-1,"Ventilation en sous-catégorie",67
"S11",2024,"C","D6",1,"Ventilation en sous-catégorie",68
"S11",2024,"C","D61",-1,"Ventilation en sous-catégorie",68
"S12",2024,"C","D6",1,"Ventilation en sous-catégorie",69
"S12",2024,"C","D61",-1,"Ventilation en sous-catégorie",69
"S13",2024,"C","D6",1,"Ventilation en sous-catégorie",70
"S13",2024,"C","D61",-1,"Ventilation en sous-catégorie",70
"S11",2024,"C","D61",1,"Ventilation en sous-catégorie",71
"S11",2024,"C","D612",-1,"Ventilation en sous-catégorie",71
"S11",2024,"C","D611",-1,"Ventilation en sous-catégorie",71
"S11",2024,"C","D613",-1,"Ventilation en sous-catégorie",71
"S11",2024,"C","D614",-1,"Ventilation en sous-catégorie",71
"S14",2024,"C","D61",1,"Ventilation en sous-catégorie",72
"S14",2024,"C","D612",-1,"Ventilation en sous-catégorie",72
"S14",2024,"C","D611",-1,"Ventilation en sous-catégorie",72
"S14",2024,"C","D613",-1,"Ventilation en sous-catégorie",72
"S14",2024,"C","D614",-1,"Ventilation en sous-catégorie",72
"S15",2024,"D","D6",1,"Ventilation en sous-catégorie",73
"S15",2024,"D","D62",-1,"Ventilation en sous-catégorie",73
"S15",2024,"D","D63",-1,"Ventilation en sous-catégorie",73
"S11",2024,"D","D6",1,"Ventilation en sous-catégorie",74
"S11",2024,"D","D62",-1,"Ventilation en sous-catégorie",74
"S12",2024,"D","D6",1,"Ventilation en sous-catégorie",75
"S12",2024,"D","D62",-1,"Ventilation en sous-catégorie",75
"S13",2024,"D","D6",1,"Ventilation en sous-catégorie",76
"S13",2024,"D","D62",-1,"Ventilation en sous-catégorie",76
"S13",2024,"D","D63",-1,"Ventilation en sous-catégorie",76
"S13",2024,"D","D62",1,"Ventilation en sous-catégorie",77
"S13",2024,"D","D623",-1,"Ventilation en sous-catégorie",77
"S13",2024,"D","D622",-1,"Ventilation en sous-catégorie",77
"S13",2024,"D","D621",-1,"Ventilation en sous-catégorie",77
"S14",2024,"D","D62",1,"Ventilation en sous-catégorie",78
"S14",2024,"D","D622",-1,"Ventilation en sous-catégorie",78
"S14",2024,"C","D62",1,"Ventilation en sous-catégorie",79
"S14",2024,"C","D621",-1,"Ventilation en sous-catégorie",79
"S14",2024,"C","D623",-1,"Ventilation en sous-catégorie",79
"S14",2024,"C","D622",-1,"Ventilation en sous-catégorie",79
"S12",2024,"D","D62",1,"Ventilation en sous-catégorie",80
"S12",2024,"D","D622",-1,"Ventilation en sous-catégorie",80
"S11",2024,"D","D62",1,"Ventilation en sous-catégorie",81
"S11",2024,"D","D622",-1,"Ventilation en sous-catégorie",81
"S15",2024,"D","D62",1,"Ventilation en sous-catégorie",82
"S15",2024,"D","D623",-1,"Ventilation en sous-catégorie",82
"S14",2024,"C","D63",1,"Ventilation en sous-catégorie",83
"S14",2024,"C","D632",-1,"Ventilation en sous-catégorie",83
"S14",2024,"C","D631",-1,"Ventilation en sous-catégorie",83
